date,Dürre_unscaled,Dürre_monthly,isPartial,scale,Dürre
2019-12-01,0,0,False,0.0,0.0
2019-12-02,31,31,False,0.31,9.61
2019-12-03,0,0,False,0.0,0.0
2019-12-04,0,0,False,0.0,0.0
2019-12-05,0,0,False,0.0,0.0
2019-12-06,0,0,False,0.0,0.0
2019-12-07,0,0,False,0.0,0.0
2019-12-08,100,100,False,1.0,100.0
2019-12-09,0,0,False,0.0,0.0
2019-12-10,0,0,False,0.0,0.0
2019-12-11,0,0,False,0.0,0.0
2019-12-12,0,0,False,0.0,0.0
2019-12-13,0,0,False,0.0,0.0
2019-12-14,0,0,False,0.0,0.0
2019-12-15,0,0,False,0.0,0.0
2019-12-16,0,0,False,0.0,0.0
2019-12-17,0,0,False,0.0,0.0
2019-12-18,54,54,False,0.54,29.160000000000004
2019-12-19,0,0,False,0.0,0.0
2019-12-20,0,0,False,0.0,0.0
2019-12-21,0,0,False,0.0,0.0
2019-12-22,0,0,False,0.0,0.0
2019-12-23,0,0,False,0.0,0.0
2019-12-24,48,48,False,0.48,23.04
2019-12-25,38,38,False,0.38,14.44
2019-12-26,0,0,False,0.0,0.0
2019-12-27,0,0,False,0.0,0.0
2019-12-28,35,35,False,0.35,12.25
2019-12-29,0,0,False,0.0,0.0
2019-12-30,0,0,False,0.0,0.0
2019-12-31,0,0,False,0.0,0.0
