date,Dürre_unscaled,Dürre_monthly,isPartial,scale,Dürre
2020-10-01,81,81,False,0.81,65.61
2020-10-02,62,62,False,0.62,38.44
2020-10-03,0,0,False,0.0,0.0
2020-10-04,0,0,False,0.0,0.0
2020-10-05,75,75,False,0.75,56.25
2020-10-06,0,0,False,0.0,0.0
2020-10-07,51,51,False,0.51,26.01
2020-10-08,100,100,False,1.0,100.0
2020-10-09,97,97,False,0.97,94.09
2020-10-10,0,0,False,0.0,0.0
2020-10-11,0,0,False,0.0,0.0
2020-10-12,0,0,False,0.0,0.0
2020-10-13,0,0,False,0.0,0.0
2020-10-14,0,0,False,0.0,0.0
2020-10-15,0,0,False,0.0,0.0
2020-10-16,0,0,False,0.0,0.0
2020-10-17,0,0,False,0.0,0.0
2020-10-18,0,0,False,0.0,0.0
2020-10-19,0,0,False,0.0,0.0
2020-10-20,0,0,False,0.0,0.0
2020-10-21,0,0,False,0.0,0.0
2020-10-22,0,0,False,0.0,0.0
2020-10-23,0,0,False,0.0,0.0
2020-10-24,0,0,False,0.0,0.0
2020-10-25,0,0,False,0.0,0.0
2020-10-26,0,0,False,0.0,0.0
2020-10-27,0,0,False,0.0,0.0
2020-10-28,0,0,False,0.0,0.0
2020-10-29,0,0,False,0.0,0.0
2020-10-30,0,0,False,0.0,0.0
2020-10-31,81,81,False,0.81,65.61
