date,Dürre_unscaled,Dürre_monthly,isPartial,scale,Dürre
2022-12-01,0,0,False,0.0,0.0
2022-12-02,0,0,False,0.0,0.0
2022-12-03,0,0,False,0.0,0.0
2022-12-04,0,0,False,0.0,0.0
2022-12-05,20,20,False,0.2,4.0
2022-12-06,43,43,False,0.43,18.49
2022-12-07,0,0,False,0.0,0.0
2022-12-08,0,0,False,0.0,0.0
2022-12-09,0,0,False,0.0,0.0
2022-12-10,0,0,False,0.0,0.0
2022-12-11,0,0,False,0.0,0.0
2022-12-12,0,0,False,0.0,0.0
2022-12-13,0,0,False,0.0,0.0
2022-12-14,23,23,False,0.23,5.29
2022-12-15,0,0,False,0.0,0.0
2022-12-16,0,0,False,0.0,0.0
2022-12-17,0,0,False,0.0,0.0
2022-12-18,0,0,False,0.0,0.0
2022-12-19,16,16,False,0.16,2.56
2022-12-20,100,100,False,1.0,100.0
2022-12-21,14,14,False,0.14,1.9600000000000002
2022-12-22,0,0,False,0.0,0.0
2022-12-23,33,33,False,0.33,10.89
2022-12-24,21,21,False,0.21,4.41
2022-12-25,0,0,False,0.0,0.0
2022-12-26,0,0,False,0.0,0.0
2022-12-27,0,0,False,0.0,0.0
2022-12-28,0,0,False,0.0,0.0
2022-12-29,0,0,False,0.0,0.0
2022-12-30,17,17,False,0.17,2.89
2022-12-31,0,0,False,0.0,0.0
