date,Dürre_unscaled,Dürre_monthly,isPartial,scale,Dürre
2022-11-01,0,0,False,0.0,0.0
2022-11-02,0,0,False,0.0,0.0
2022-11-03,0,0,False,0.0,0.0
2022-11-04,36,36,False,0.36,12.959999999999999
2022-11-05,0,0,False,0.0,0.0
2022-11-06,0,0,False,0.0,0.0
2022-11-07,0,0,False,0.0,0.0
2022-11-08,0,0,False,0.0,0.0
2022-11-09,0,0,False,0.0,0.0
2022-11-10,0,0,False,0.0,0.0
2022-11-11,0,0,False,0.0,0.0
2022-11-12,0,0,False,0.0,0.0
2022-11-13,0,0,False,0.0,0.0
2022-11-14,0,0,False,0.0,0.0
2022-11-15,0,0,False,0.0,0.0
2022-11-16,50,50,False,0.5,25.0
2022-11-17,100,100,False,1.0,100.0
2022-11-18,0,0,False,0.0,0.0
2022-11-19,94,94,False,0.94,88.36
2022-11-20,0,0,False,0.0,0.0
2022-11-21,64,64,False,0.64,40.96
2022-11-22,0,0,False,0.0,0.0
2022-11-23,46,46,False,0.46,21.16
2022-11-24,0,0,False,0.0,0.0
2022-11-25,64,64,False,0.64,40.96
2022-11-26,51,51,False,0.51,26.01
2022-11-27,0,0,False,0.0,0.0
2022-11-28,0,0,False,0.0,0.0
2022-11-29,33,33,False,0.33,10.89
2022-11-30,0,0,False,0.0,0.0
