date,Dürre_unscaled,Dürre_monthly,isPartial,scale,Dürre
2019-07-01,0,0,False,0.0,0.0
2019-07-02,0,0,False,0.0,0.0
2019-07-03,0,0,False,0.0,0.0
2019-07-04,0,0,False,0.0,0.0
2019-07-05,0,0,False,0.0,0.0
2019-07-06,0,0,False,0.0,0.0
2019-07-07,0,0,False,0.0,0.0
2019-07-08,55,55,False,0.55,30.250000000000004
2019-07-09,0,0,False,0.0,0.0
2019-07-10,0,0,False,0.0,0.0
2019-07-11,64,64,False,0.64,40.96
2019-07-12,0,0,False,0.0,0.0
2019-07-13,100,100,False,1.0,100.0
2019-07-14,0,0,False,0.0,0.0
2019-07-15,0,0,False,0.0,0.0
2019-07-16,0,0,False,0.0,0.0
2019-07-17,0,0,False,0.0,0.0
2019-07-18,0,0,False,0.0,0.0
2019-07-19,0,0,False,0.0,0.0
2019-07-20,43,43,False,0.43,18.49
2019-07-21,0,0,False,0.0,0.0
2019-07-22,0,0,False,0.0,0.0
2019-07-23,0,0,False,0.0,0.0
2019-07-24,0,0,False,0.0,0.0
2019-07-25,0,0,False,0.0,0.0
2019-07-26,0,0,False,0.0,0.0
2019-07-27,0,0,False,0.0,0.0
2019-07-28,0,0,False,0.0,0.0
2019-07-29,0,0,False,0.0,0.0
2019-07-30,0,0,False,0.0,0.0
2019-07-31,43,43,False,0.43,18.49
