date,Dürre_unscaled,Dürre_monthly,isPartial,scale,Dürre
2022-10-01,0,0,False,0.0,0.0
2022-10-02,0,0,False,0.0,0.0
2022-10-03,0,0,False,0.0,0.0
2022-10-04,0,0,False,0.0,0.0
2022-10-05,63,63,False,0.63,39.69
2022-10-06,98,98,False,0.98,96.03999999999999
2022-10-07,0,0,False,0.0,0.0
2022-10-08,100,100,False,1.0,100.0
2022-10-09,0,0,False,0.0,0.0
2022-10-10,62,62,False,0.62,38.44
2022-10-11,0,0,False,0.0,0.0
2022-10-12,0,0,False,0.0,0.0
2022-10-13,0,0,False,0.0,0.0
2022-10-14,0,0,False,0.0,0.0
2022-10-15,65,65,False,0.65,42.25
2022-10-16,0,0,False,0.0,0.0
2022-10-17,0,0,False,0.0,0.0
2022-10-18,0,0,False,0.0,0.0
2022-10-19,0,0,False,0.0,0.0
2022-10-20,49,49,False,0.49,24.009999999999998
2022-10-21,0,0,False,0.0,0.0
2022-10-22,0,0,False,0.0,0.0
2022-10-23,0,0,False,0.0,0.0
2022-10-24,0,0,False,0.0,0.0
2022-10-25,0,0,False,0.0,0.0
2022-10-26,0,0,False,0.0,0.0
2022-10-27,0,0,False,0.0,0.0
2022-10-28,0,0,False,0.0,0.0
2022-10-29,0,0,False,0.0,0.0
2022-10-30,61,61,False,0.61,37.21
2022-10-31,0,0,False,0.0,0.0
