date,Dürre_unscaled,Dürre_monthly,isPartial,scale,Dürre
2022-10-01,0,0,False,0.0,0.0
2022-10-02,0,0,False,0.0,0.0
2022-10-03,28,28,False,0.28,7.840000000000001
2022-10-04,25,25,False,0.25,6.25
2022-10-05,0,0,False,0.0,0.0
2022-10-06,0,0,False,0.0,0.0
2022-10-07,0,0,False,0.0,0.0
2022-10-08,0,0,False,0.0,0.0
2022-10-09,0,0,False,0.0,0.0
2022-10-10,0,0,False,0.0,0.0
2022-10-11,28,28,False,0.28,7.840000000000001
2022-10-12,0,0,False,0.0,0.0
2022-10-13,0,0,False,0.0,0.0
2022-10-14,0,0,False,0.0,0.0
2022-10-15,0,0,False,0.0,0.0
2022-10-16,39,39,False,0.39,15.21
2022-10-17,0,0,False,0.0,0.0
2022-10-18,0,0,False,0.0,0.0
2022-10-19,0,0,False,0.0,0.0
2022-10-20,0,0,False,0.0,0.0
2022-10-21,0,0,False,0.0,0.0
2022-10-22,67,67,False,0.67,44.89
2022-10-23,0,0,False,0.0,0.0
2022-10-24,54,54,False,0.54,29.160000000000004
2022-10-25,0,0,False,0.0,0.0
2022-10-26,0,0,False,0.0,0.0
2022-10-27,34,34,False,0.34,11.56
2022-10-28,57,57,False,0.57,32.489999999999995
2022-10-29,100,100,False,1.0,100.0
2022-10-30,0,0,False,0.0,0.0
2022-10-31,0,0,False,0.0,0.0
