date,Dürre_unscaled,Dürre_monthly,isPartial,scale,Dürre
2022-10-01,99,99,False,0.99,98.01
2022-10-02,0,0,False,0.0,0.0
2022-10-03,42,42,False,0.42,17.64
2022-10-04,0,0,False,0.0,0.0
2022-10-05,0,0,False,0.0,0.0
2022-10-06,0,0,False,0.0,0.0
2022-10-07,0,0,False,0.0,0.0
2022-10-08,0,0,False,0.0,0.0
2022-10-09,92,92,False,0.92,84.64
2022-10-10,100,100,False,1.0,100.0
2022-10-11,0,0,False,0.0,0.0
2022-10-12,0,0,False,0.0,0.0
2022-10-13,0,0,False,0.0,0.0
2022-10-14,0,0,False,0.0,0.0
2022-10-15,0,0,False,0.0,0.0
2022-10-16,0,0,False,0.0,0.0
2022-10-17,0,0,False,0.0,0.0
2022-10-18,43,43,False,0.43,18.49
2022-10-19,0,0,False,0.0,0.0
2022-10-20,0,0,False,0.0,0.0
2022-10-21,48,48,False,0.48,23.04
2022-10-22,0,0,False,0.0,0.0
2022-10-23,43,43,False,0.43,18.49
2022-10-24,0,0,False,0.0,0.0
2022-10-25,0,0,False,0.0,0.0
2022-10-26,63,63,False,0.63,39.69
2022-10-27,61,61,False,0.61,37.21
2022-10-28,0,0,False,0.0,0.0
2022-10-29,0,0,False,0.0,0.0
2022-10-30,0,0,False,0.0,0.0
2022-10-31,48,48,False,0.48,23.04
