date,Dürre_unscaled,Dürre_monthly,isPartial,scale,Dürre
2022-12-01,0,0,False,0.0,0.0
2022-12-02,0,0,False,0.0,0.0
2022-12-03,0,0,False,0.0,0.0
2022-12-04,0,0,False,0.0,0.0
2022-12-05,0,0,False,0.0,0.0
2022-12-06,0,0,False,0.0,0.0
2022-12-07,0,0,False,0.0,0.0
2022-12-08,0,0,False,0.0,0.0
2022-12-09,0,0,False,0.0,0.0
2022-12-10,0,0,False,0.0,0.0
2022-12-11,0,0,False,0.0,0.0
2022-12-12,0,0,False,0.0,0.0
2022-12-13,0,0,False,0.0,0.0
2022-12-14,0,0,False,0.0,0.0
2022-12-15,0,0,False,0.0,0.0
2022-12-16,0,0,False,0.0,0.0
2022-12-17,0,0,False,0.0,0.0
2022-12-18,0,0,False,0.0,0.0
2022-12-19,0,0,False,0.0,0.0
2022-12-20,39,39,False,0.39,15.21
2022-12-21,0,0,False,0.0,0.0
2022-12-22,0,0,False,0.0,0.0
2022-12-23,100,100,False,1.0,100.0
2022-12-24,98,98,False,0.98,96.03999999999999
2022-12-25,0,0,False,0.0,0.0
2022-12-26,0,0,False,0.0,0.0
2022-12-27,0,0,False,0.0,0.0
2022-12-28,52,52,False,0.52,27.04
2022-12-29,0,0,False,0.0,0.0
2022-12-30,0,0,False,0.0,0.0
2022-12-31,0,0,False,0.0,0.0
